quote_id,sqft_extracted,source,pattern
6243,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6246,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6249,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6267,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6269,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6272,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6305,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6306,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6320,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6330,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6346,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6347,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6349,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6357,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6364,1000.0,job_description,"(\d[\d\s\.,]*)\s*sq\.?\s*ft\.?"
6396,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6399,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6406,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6411,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6428,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6429,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6445,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6457,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6460,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6476,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6488,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6502,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6503,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6509,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6517,1330.0,job_description,"(\d[\d\s\.,]*)\s*p2"
